code,name,scie,grup,desc
P060,Queen fish,Scomberoides commersonianus,Marine Fish,"E. Doubledotted Queenfish, Talang Queenfish; G. Sag; Kan. Palaimeenu, Diana; Mal. Palameen; Mar. Dagol; Tam. Toal parah, Katta; Tel. Pasupara; Common. Coastal fish; [Place of collection: Chennai, Kochi and Goa]"
P061,Raai fish,Lobotes surinamensis,Marine Fish,"E. Atlantic tripletail, Brown Tripletail, Tripple Tail, Brown Tripletail; G. Katkola; Mal. Parrandee; Mar. Katkola; O. Chota Bekkut; Tam. Musalli; Common. Warm water marine fish; [Place of collection: Chennai and Vizag]"
P062,Raai vanthu,Epinephelus chlorostigma,Marine Fish,"E. Brown spotted reef cod, Souman, Brownspotted grouper, Brown spotted grouper, Brownspotted rockcod., Brown spotted reef cod; G. Vekharu, Vekhala; Kan. Guri; Kon. Gobri; Mal. Pulli Kalawa, Kalava; Mar. Hekru, Hekaru; Tam. Kalava; Common. Grouper fish; [Place of collection: Vizag]"
P063,Rani,Pink perch,Marine Fish,"Tam. Rani Meen, Sankara; Mal. Kilimeen, Chen Kili; Tel. Rani; Mar. Rani; Kan. Rani menu; G. Rani; E. Pink perch, Threadfin bream; Common. Freshwater gamefish; [Place of collection: Goa, Kochi, Chennai, Mumbai, Vizag and Mandapam]"
P064,"Ray fish, bow head, spotted",Rhina ancylostoma,Marine Fish,"E. Bowmouth guitarfish, Shark ray, Mud skate, Bowmouthed Guitarfish; Mar. Sakshi, Lanj; Tam. Mun ultava; Tel. Pottila sora, Nella dindi; Common. Ray; [Place of collection: Kochi]"
P065,Red snapper,Lutjanus argentimaculatus,Marine Fish,"E. Mangrove red snapper, Mangrove jack, Creek red bream, Stuart evader, Dog bream, Purple sea perch, Purple seaperch, Red bass, Red bream, Red perch, Red reef bream, River roman, Rock barramundi, Yellow snapper, Silver spotted Grey Snapper, Gray Snapper, Malabar Red Snapper; G. Ratado; Kan. Chembali; Mal. Murumeen, Pahari, Chemballi; Mar. Tambusa; Tam. Paruthikanni, Patani-keeli, Karuvalai, Nethiprion, Paruthivala Meen, Chenganni, Vekkattai, Thokkal, Cheppili, Karva, Adallu, Vekkattai, Antaleyan; Tel. Rangu, Thundava., Rangoo, Thundava, Kaliviyya; Common. Snapper; [Place of collection: Vizag]"
P066,"Red snapper, small",Priacanthus hamrur,Marine Fish,"B. Alta-punti; G. Dorali, Ratado; Kan. Disco Meenu; Mal. Bullsai, Chemballi; Mar. Tambi; O. Alta-punti; Tam. Kakkasi, Paswa; Tel. Bochelu; E. Lunar-tailed bigeye, Goggle eye, Moontail bullseye, Red Bullseye, Lunar-tailed Bullseye, Red Big Eye, Crescent Tail Bigeye, Lunar Tailed Bigeye, Dusky-finned Bullseye, Spot-finned Bull`s Eye., Moontail Bullseye, Bigeye Snapper, Black-spot Big-eye, Lunar-tailed Glasseye, Duskyfin Bulleye, Goggle-eye; Common. Marine fish; [Place of collection: Goa]"
P067,Sadaya,Platax orbicularis,Marine Fish,"Tam. Sadaya, Thotti Meen; Mal. Nandan; E. Orbicular batfish, Circular batfish, Orbiculate batfish, Round batfish, Orbic batfish; Common. Aquarium fish; [Place of collection: Chennai]"
P068,Salmon,Salmo salar,Marine Fish,E. Atlantic salmon; Common. Ray-finned fish; [Place of collection: Goa]
P069,Sangada,Nemipterus japonicus,Marine Fish,"Mar. Bamni; Tam. Kendai, Puthuputtan Kendai; Tel. Goli; Mal. Kerachoondan; G. Bamni; E. Japanese threadfin bream; Common. Marine fish; [Place of collection: Chennai]"
P070,Sankata parai,Caranx ignobilis,Marine Fish,"E. Giant trevally, Lowly trevally, Barrier trevally, Giant kingfish, Ulua, Yellowfin Jack; Mal. Kuluvel; Tel. Jarradandree-parah; Common. Large marine fish; [Place of collection: Chennai]"
P071,Sardine,Sardinella longiceps,Marine Fish,"E. Indian oil sardine, Malabar Sardine; G. Tarali; Kan. Baige, Buthai, Boothai, Tarli-multhi; Mal. Nalla Mathi, Nallamathi; Mar. Haird, Kanat, Tarali, Tarli, Haid; Tam. Nonalai, Charlay, Paycharlay, Paichalai; Tel. Noona-kavallu; Common. Ray-finned fish; [Place of collection: Kolkata]"
P072,Shark,Carcharhinus sorrah,Marine Fish,"E. Spot-tail shark, Sorrah shark; Kan. Shirat; Mar. Balda, Pisori; Tam. Katta-sorrah; Common. Requiem shark; [Place of collection: Goa and Mandapam]"
P073,"Shark, hammer head",Sphyrna mokarran,Marine Fish,"Tam. Sura, Komban Sura; Mal. Sravu, Chenkannan Sravu; Tel. Sorrah, Koma Sorrah; B. Haturi Hangar; O. Kochia Kammad; Mar. Kanar, Mushee; Kan. Sappa sorrah; E. Great hammerhead; Common. Hammerhead shark; [Place of collection: Kolkata]"
P074,"Shark, spotted",Stegostoma fasciatum,Marine Fish,"E. Zebra shark; G. Shinawala, Magara, Shinvala, Musia; Mal. Poochasurav, Zebra Sravu; Mal. Shinvala, Mushi, Shinavla; Tam. Komarasi-sorrah, Coruhgun-sorrah, Korangum Sorrah; Tel. Potrava, Komarasi, Orookoolti-sorrah, Pollee-makum, Komrasi, Pollee Makum, Corootoolti-sorrah; Common. Carpet shark; [Place of collection: Kochi]"
P075,Shelavu,Sphyraena jello,Marine Fish,"E. Pickhandle barracuda, Banded Barracuda, Sea Pike; G. Bhungar; Kan. Kandai; Mal. Cheelahoo; Mar. Ghalse, Badvi, Jaban-tal, Badri; Tel. Jellow; [Place of collection: Chennai, Goa, Vizag and Kochi]"
P076,Silan,Silonia silondia,Marine Fish,"E. Silond catfish, Silondia Vacha, Silong Catfish; A. Dhain, Silan, Utti, Koch; B. Silond; Common. Schilbid catfish; [Place of collection: Kolkata]"
P077,Silk fish,Beryx sp.,Marine Fish,"Mal. Pattumeen; E. Alfonsino, Alfonsin, Longfinned beryx, Red bream, Imperador; Common. Deep oceanic fish; [Place of collection: Kochi]"
P078,Silver carp,Hypophthalmichthys molitrix,Marine Fish,"E. Silver carp; Kan. Belli-gende; Common. Freshwater cyprinid fish, Asian carp; [Place of collection: Kolkata]"
P079,Sole fish,Cynoglossus arel,Marine Fish,E. Largescale tongue-sole; Mar. Lep; Common. Tonguefish; [Place of collection: Vizag]
P080,Stingray,Dasyatis pastinaca,Marine Fish,"E. Common stingray, Blue Stingray; Mal. Thirukay; Common. Stingray; [Place of collection: Kolkata]"
P081,Tarlava,Drepane punctata,Marine Fish,"E. Spotted sicklefish, Moon-fish, Spotted Bat-fish, Spotted Drepane; G. Chand; Mar. Chand; Tam. Therattai, Painthi; Tel. Thotha, Thetti; [Place of collection: Chennai and Vizag]"
P082,Tholam,Plectorhinchus schotaf,Marine Fish,"E. Minstrel sweetlips, Grey Sweetlip; Mar. Harvil; Common. Gamefish; [Place of collection: Chennai and Mandapam]"
P083,Tilapia,Oreochromis niloticus,Marine Fish,"E. Nile tilapia; A. Elapi, Japani kawoi; Tam. Tilapia; Common. Tilapia, Cichlid fish; [Place of collection: Kolkata]"
P084,Tuna,Euthynnus affinis,Marine Fish,"E. Mackerel tuna, Kawakawa, Little Tuna; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Chuki, Bugudi, Ohaman, Gedar, Kuppa; Tam. Choori-min, Suraly; Common. Ray-finned bony fish; [Place of collection: Chennai, Vizag, Goa, Mandapam and Kochi]"
P085,"Tuna, striped",Katsuwonus pelamis,Marine Fish,"E. Skipjack tuna, Aku, Arctic bonito, Mushmouth, Oceanic bonito, Striped tuna, Victor fish, Oceanic Skipjack; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Kuppa, Bugudi, Gedar; Common. Medium-sized perciform fish; [Place of collection: Kochi]"
P086,Valava,Chirocentrus nudus,Marine Fish,"E. Whitefin wolf-herring, Tenpounder; Tam. Kiru-wahlah; Tel. Wahlah; Common. Herring; [Place of collection: Vizag]"
P087,Vanjaram,Scomberomorus commerson,Marine Fish,"E. Narrow-barred Spanish mackerel, Barred Seer Fish, King Seer; G. Surmai, Chhapri; Kan. Thavar; Mal. Ayakora, Chumbum; Mar. Anjai, Anjari, Surmai, Towar; Tam. Ah-ku-lah, Mah-wu-leachi, Mavulasi, Seela, Mah-wu-laachi, Vanjiram, Velra, Konam; Tel. Vanjiramu, Konema, Varimeen, Yellari, Vellikannan, Ayaokaro; Common. Mackerel; [Place of collection: Chennai and Goa]"
P088,Vela meen,Aprion virescens,Marine Fish,"Mal. Vela meen, Kurali; Tam. Vela meen, Kila meen, Komu kila; E. Green jobfish; Common. Snapper; [Place of collection: Mandapam]"
P089,Vora,Siganus javus,Marine Fish,E. Streaked spinefoot; Mar. Kunar; Tam. Ottah; Tel. Warahwah; Common. Rabbitfish; [Place of collection: Chennai and Mandapam]
P090,Whale shark,Galeocerdo cuvier,Marine Fish,"E. Tiger shark; G. Bhoovar, Bhoavar, Pattari; Kan. Pullia, Pilithatte; Mal. Valiasurav, Vorimiyaru, Kalla-sravu, Kalvari, Pulli Sravu, Kellan, Kethalan, Valiyasurav; Mar. Waghbeer; Tam. Wulluven Sorrah; Tel. Kettalam Sorrah, Kethalam-sorrah, Kethulam, Kurangu-sorrah, Vulluvan-sorrah; Common. Requiem shark; [Place of collection: Mandapam]"
P091,Xiphinis,Xiphias gladius,Marine Fish,"E. Swordfish, Broadbills, Sword Fish; G. Kunga, Tadmachhi; Mal. Kuthirameen; Mar. Tadmasa; Common. Billfish, Gamefish, Predatory fish; [Place of collection: Mandapam]"
P092,"Eggs, cat fish",Ompok bimaculatus,Marine Fish,A. Pabho koni; B. Pabda dim; H. Pabda ande; O. Pabdah anda; E. Butter catfish; Common. Sheatfish; [Place of collection: Kolkata]
Q001,Crab,Menippe mercenaria,Marine Shellfish,"A. Khekora; B. Kankra; G. Karachalo; H. Kekda; Kan. Edi, Nalli; Kon. Kulli; Mal. Njandu; Mar. Khekada, Chimbori; O. Kankada; P. Kekra; Tam. Nandu; Tel. Peetha, Endrakaya; U. Kekra; E. Florida stone crab; [Place of collection: Kolkata]"
Q002,"Crab, sea",Portunus sanguinolentus,Marine Shellfish,"A. Khekora; B. Kankra; G. Karachalo; H. Kekda; Kan. Edi, Nalli; Kon. Kulli; Mal. Njandu; Mar. Khekada, Chimbori; O. Kankada; P. Kekra; Tam. Nandu; Tel. Peetha, Endrakaya; U. Kekra; E. Three-spot swimming crab, Blood-spotted swimming crab, Red-spotted swimming crab; Common. Large crab; [Place of collection: Chennai]"
Q003,"Lobster, brown",Thenus orientalis,Marine Shellfish,"B. Koral chingri; H. Chappal jhinga; Kan. Kalla sigadi; Mal. Adipan chemmeen; Mar. Phati; Tam. Matta singi eral, Kal eral; Tel. Edu royya; E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai]"
Q004,"Lobster, king size",Thenus orientalis,Marine Shellfish,"B. Koral chingri; H. Chappal jhinga; Kan. Kalla sigadi; Mal. Adipan chemmeen; Mar. Phati; Tam. Matta singi eral, Kal eral; Tel. Edu royya; E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai, Vizag, Mumbai, Kochi, Mandapam and Goa]"
Q005,Mud crab,Scylla tranquebarica,Marine Shellfish,"B. Chokha kankra; H. Chikad kekda; Kan. Kesaru edi; Mal. Cheli njandu; Mar. Chikhli chimbori; O. Kado kankada; Tam. Seru nandu, Mandu nandu; Tel. Buradha peetha; E. Mangrove crab, Mud crab; [Place of collection: Goa]"
Q006,Oyster,Crassostrea sp.,Marine Shellfish,"E. Indian backwater oyster; Mal. Muringa, Muru; Tam. Kalungu, Ali, Patti; [Place of collection: Goa]"
Q007,"Tiger prawns, brown",Solenocera crassicornis,Marine Shellfish,A. Misa maas; B. Chingri; G. Jinga; H. Jhinga; Kan. Sigadi; Kon. Sungat; Mal. Chemmeen; Mar. Kolambi; O. Chingudi; P. Jhinga; Tam. Iraal; Tel. Royya; U. Jhinga; Common. Marine crustacean; [Place of collection: Chennai]
Q008,"Tiger Prawns, orange",Penaeus monodon,Marine Shellfish,"A. Misa maas; B. Bagda chingri; G. Tiger jinga; H. Bagda jhinga; Kan. Hebbagani sigadi; Kon. Wagho sungat; Mal. Kara chemmeen, Naran chemmeen; Mar. Bagda kolambi; O. Bagda chingudi; P. Tiger jhinga; Tam. Vari iraal; Tel. Puli royya; U. Tiger jhinga; E. Giant tiger prawn, Asian tiger shrimp; Common. Marine crustacean; [Place of collection: Kochi]"
R001,"Clam, green shell",Perna viridis,Marine Mollusks,"E. Asian green mussel, Green-lipped mussel; Mal. Kallumalkai, Kadukka; Common. Mussel, Bivalve; [Place of collection: Goa]"
R002,"Clam, white shell, ribbed",Meretrix meretrix,Marine Mollusks,"B. Jhinuk; G. Kalav; H. Sippi; Kan. Maruvai, Tisare; Kon. Tisareo, Shinanyeo; Mal. Kakka; Mar. Tisari, Shivlya; O. Samuka; Tam. Matti, Vari matti; Tel. Alu chippa, Gulla; E. Asiatic Hard Clam; [Place of collection: Goa]"
R003,Octopus,Octopus vulgaris,Marine Mollusks,"B. Octopus; G. Octopus; H. Ashtabahu; Kan. Ashtabhuja, Ane bondaas; Kon. Octopus; Mal. Neerali; Mar. Ashtapad; O. Octopus; P. Octopus; Tam. Kanavai, Aktopas; Tel. Ashtabuji; U. Ashtpa; E. Common octopus; [Place of collection: Mumbai]"
R004,"Squid, black",Loligo sp.,Marine Mollusks,B. Kali squid; H. Kala squid; Kan. Kappu bondaas; Mal. Karutha koonthal; Mar. Kali maakli; Tam. Karuppu kanavai; Tel. Nalla squid; [Place of collection: Kolkata]
R005,"Squid, hard shell",Sepia pharaonis,Marine Mollusks,"B. Cuttlefish, Katol mas; H. Samudra pheni; Kan. Kallu bondaas; Mal. Kanava; Mar. Maakli, Goti maakli; Tam. Kanavai, Ottu kanavai; Tel. Cuttlefish, Samudra peni; E. Pharaoh cuttlefish; Common. Large cuttlefish; [Place of collection: Goa]"
R006,"Squid, red",Loligo duvauceli,Marine Mollusks,B. Lal squid; H. Lal squid; Kan. Kempu bondaas; Mal. Chuvanna koonthal; Mar. Lal maakli; Tam. Sivappu kanavai; Tel. Erra squid; [Place of collection: Chennai and Goa]
R007,"Squid, white, small",Uroteuthis duvauceli,Marine Mollusks,"B. Shada squid; H. Safed squid; Kan. Bili bondaas; Mal. Vella koonthal; Mar. Safed maakli, Choti maakli; Tam. Vellai kanavai, Porsi kanavai; Tel. Tella squid; E. Indian Ocean Squid, Indian Squid; [Place of collection: Mumbai]"
S001,Cat fish,Tandanus tandanus,Fresh Water Fish and Shellfish,"A. Kanduli mas, Singora mas; B. Tengra, Singi; G. Khago; H. Singee, Singhara; Kan. Thogari meenu; Mal. Muzhi, Etta; Mar. Shingata, Shingala; N. Singhai; O. Tengra, Singi; P. Sanghra; Tam. Keluthi, Theli; Tel. Marpu, Jella; U. Singee; E. Eel-tailed catfish, Dewfish, Freshwater catfish, Jewfish, Tandan; Common. Catfish; [Place of collection: Kolkata]"
S002,Catla,Catla catla,Fresh Water Fish and Shellfish,"E. Major carp; A. Baudhekra, Bhakua, Baudhekera; B. Katla, Pla Kra Ho; G. Tambra, Thambra, Bawas; H. Catla, Bhakur, Boassa, Katla, Chepti; Kan. Catla; Mal. Karakatla, Catla; Mar. Tambra, Pla Kra Ho, Catla, Katala; O. Bhakur, Bahkur, Barkur; P. Theil, Theila, Thaila; Tam. Meen, Yamaneri Kendai, Theppu Meenu, Japan Kendai, Japankendai, Thoppa, Thoppa-meen, Theppu-meenu, Thoppu Meen, Koora Kendai, Koora-kendai, Kanavi, Thoppameenu; Tel. Botcha, Botchee, Bocha, Bacha, Krishnabotcha; Common. Asian freshwater fish; [Place of collection: Kolkata]"
S003,Fresh water Eel,Anguilla anguilla,Fresh Water Fish and Shellfish,"A. Kushia; B. Baan maach, Baam; H. Baam machli; Kan. Havu meenu; Mal. Mananjil, Mlanjil; Mar. Vaam, Ahir; O. Baamo; P. Baam; Tam. Vilangu meen; Tel. Malugu chepa, Bhamu; U. Baam machli; E. European eel; Common. Eel, Catadromous fish; [Place of collection: Kolkata]"
S004,Gold fish,Carassius auratus,Fresh Water Fish and Shellfish,"A. Xunali maas; B. Shona maach; G. Soneri machhli; H. Sunahri machli; Kan. Bangaru meenu, Chinna meenu; Mal. Swarna matsyam; Mar. Soneri masa; O. Suna machha; P. Sunahri machhi; Tam. Thanga meen; Tel. Bangaru chepa; U. Sunahri machli; E. Goldfish; Common. Freshwater fish, Aquarium fish; [Place of collection: Kolkata and Bangaluru]"
S005,Pangas,Pangasianodon hypophthalmus,Fresh Water Fish and Shellfish,B. Pangas; H. Pangas machli; E. Iridescent shark; Common. Shark catfish; [Place of collection: Kolkata]
S006,Rohu,Labeo rohita,Fresh Water Fish and Shellfish,"E. Rohu, Rui, Roho labeo; A. Rou, Rohiti, Rohitii, Row, Rau, Rui; B. Rahu, Rui, Ruee; H. Bhobhari, Rohu; Kan. Rohu; Mal. Rohitham, Rohu; M. Row; Mar. Rohu, Tambada Massa, Tambada Masa, Tambada-massa; O. Rohu, Ruhu, Rohi; P. Dumra, Tapra, Rohu, Dhambra; Tam. Kannadi Kendai, Kennadi Kendai; Tel. Bocha-gandumeenu; Common. Carp fish; [Place of collection: Kolkata]"
S007,Crab,Pachygrapsus sp.,Fresh Water Fish and Shellfish,"A. Khekora; B. Kankra; G. Karachalo; H. Kekda; Kan. Edi, Nalli; Kon. Kulli; Mal. Njandu; Mar. Khekada, Chimbori; O. Kankada; P. Kekra; Tam. Nandu; Tel. Peetha, Endrakaya; U. Kekra; Common. Small shore crab; [Place of collection: Kolkata]"
S008,"Prawns, big",Macrobrachium rosenbergii,Fresh Water Fish and Shellfish,"A. Bor misa; B. Golda chingri; H. Bada jhinga; Kan. Dodda sigadi; Mal. Aattu konchu, Valiya chemmeen; Mar. Mothi kolambi; O. Galda chingudi; Tam. Aattu eral, Yera; Tel. Gudi royya; E. Giant freshwater prawn, Giant river prawn; Common. Palaemonid freshwater prawn, Shrimp; [Place of collection: Bengaluru]"
S009,"Prawns, small",Macrobrachium sp.,Fresh Water Fish and Shellfish,"A. Xoru misa; B. Kucho chingri; G. Nani jinga; H. Chhota jhinga; Kan. Chikka sigadi; Kon. Lhan sungat; Mal. Kunju konchu, Cheru chemmeen; Mar. Lahan kolambi; O. Chuna chingudi; P. Chhoti jhinga; Tam. Kutti eral, Kooni; Tel. Chinna royya; U. Chhota jhinga; Common. Shrimp; [Place of collection: Mumbai]"
S010,Tiger prawns,Macrobrachium sp.,Fresh Water Fish and Shellfish,"A. Misa maas; B. Chingri; G. Jinga; H. Jhinga; Kan. Sigadi; Kon. Sungat; Mal. Chemmeen, Konchu; Mar. Kolambi; O. Chingudi; P. Jhinga; Tam. Iraal; Tel. Royya; U. Jhinga; Common. Shrimp; [Place of collection: Kolkata]"
T001,Coconut oil,Cocos nucifera,Edible Oils and Fats,A. Narikol tel; B. Narkel tel; G. Nariyel nu tel; H. Nariyal tel; Kan. Tenginakai enne; Kon. Narla tel; Mal. Velichenna; Mar. Khobrel tel; N. Nariwal ko tel; O. Nadia tela; P. Nariyal da tel; S. Narikela taila; Tam. Thengai ennai; Tel. Kobbari nune; U. Nariyal ka tel
T002,Corn oil,Zea mays,Edible Oils and Fats,A. Gom dhan tel; B. Bhuttar tel; G. Makai nu tel; H. Makai ka tel; Kan. Musukina jola enne; Mal. Cholam enna; Mar. Makyache tel; N. Makai ko tel; O. Maka tela; P. Makki da tel; Tam. Makkacholam ennai; Tel. Mokka jonna nune; U. Makai ka tel
T003,Cotton seed oil,Gossypium spp.,Edible Oils and Fats,"B. Karpaser tel; G. Kapasiya tel; H. Kapas ka tel, Binola tel; Kan. Hatthi beeja enne; Mar. Kapsache tel, Sarkiche tel; O. Kapa tela; P. Vareve da tel; Tam. Paruthi vidhai ennai; Tel. Prathi ginjala nune; U. Binola tel"
T004,Gingelly oil,Sesamum indicum,Edible Oils and Fats,"A. Til tel; B. Til tel; G. Tal nu tel; H. Til ka tel; Kan. Ellenne; Kon. Tila tel; Mal. Nallenna, Ellenna; Mar. Tila che tel; N. Til ko tel; O. Rasi tela; P. Til da tel; S. Tila taila; Tam. Nallennai, Ellenai; Tel. Nuvvula nune; U. Til ka tel"
T005,Groundnut oil,Arachis hypogaea,Edible Oils and Fats,"A. China badam tel; B. China badam tel; G. Sing tel, Magafali nu tel; H. Moongphali ka tel; Kan. Kadale kaayi enne, Shenga enne; Kon. Bhui mug tel; Mal. Kadala enna, Nilakkadala enna; Mar. Shengdana tel; N. Mungfali tel; O. China badama tela; P. Mungfali da tel; S. Bhuchanaka taila; Tam. Kadalai ennai; Tel. Verusenaga nune, Pallila nune; U. Moongphali ka tel"
T006,Mustard oil,Brassica spp.,Edible Oils and Fats,"A. Horiyoh tel; B. Shorsher tel; G. Sarisav nu tel, Rai nu tel; H. Sarson ka tel; Kan. Sasive enne; Kash. Sarshaf tel; Kon. Sasvanche tel; Mal. Kadugu enna; Mar. Mohariche tel; N. Tori ko tel; O. Sorisa tela; P. Sarhon da tel; S. Sarshapa taila; Tam. Kadugu ennai; Tel. Aava nune; U. Sarson ka tel"
T007,Palm oil,Elaeis guineensis,Edible Oils and Fats,B. Taaler tel; G. Taad nu tel; H. Taad ka tel; Kan. Taale enne; Mal. Pana enna; Mar. Taad tel; O. Tala tela; P. Taad da tel; Tam. Panai ennai; Tel. Taati nune; U. Taar ka tel
T008,Rice bran oil,Oryza sativa,Edible Oils and Fats,"B. Chaler kuro tel, Chaler kundo tel; G. Chokha na bhusa nu tel; H. Chawal ki bhusi ka tel; Kan. Akki tavadu enne; Mal. Ari thavidu enna; Mar. Tandul kondya che tel; O. Chaula chopa tela, Chaula kunda tela; P. Chaul de chilke da tel; Tam. Arisi thavidu ennai; Tel. Tavudu nune; U. Chawal ki bhusi ka tel"
T009,Safflower oil,Carthamus tinctorius,Edible Oils and Fats,B. Kusum tel; G. Kusumbi tel; H. Kusum ka tel; Kan. Kusube enne; Mar. Kardai tel; O. Kusuma tela; P. Kusum da tel; Tel. Kusuma nune; U. Kusum ka tel
T010,Safflower oil (blended),,Edible Oils and Fats,
T011,Soyabean oil,Glycine max,Edible Oils and Fats,B. Soyabean tel; G. Soyabean tel; H. Soyabean tel; Kan. Soyabean enne; Mal. Soyabean enna; Mar. Soyabean tel; O. Soyabean tela; P. Soyabean tel; Tam. Soyabean ennai; Tel. Soyabean nune; U. Soyabean tel
T012,Sunflower oil,Helianthus annuus,Edible Oils and Fats,"B. Surjomukhi tel; G. Surajmukhi nu tel; H. Surajmukhi ka tel; Kan. Suryakanthi enne; Mal. Suryakanthi enna; Mar. Suryaphul tel; N. Suryamukhi tel; O. Surjyamukhi tela; P. Surajmukhi da tel; Tam. Suriyakanthi ennai; Tel. Poddu tirugudu nune, Suryakanthi nune; U. Surajmukhi ka tel"
T013,Ghee,,Edible Oils and Fats,Kan. Tuppa; Kon. Touup; Mal. Neyy; Mar. Tup; O. Ghia; P. Ghyo; S. Ghrita; Tam. Nei; Tel. Neyyi
T014,Vanaspati,,Edible Oils and Fats,"B. Bonospoti, Dalda; H. Dalda; Kan. Dalda; Mal. Dalda; Mar. Dalda; O. Banaspati, Dalda; P. Banaspati, Dalda; Tam. Dalda; Tel. Dalda; U. Banaspati, Dalda"
