code,name,scie,lang,grup,regn,tags,yield,preparation
M015,"Egg, quial, whole, boiled",,A. Xijoa ?. Koni; B. Sheddho Bater Dim; G. Bafelu ?. Indu; H. Ubla Bater ka Anda; Kan. Beyisida ?. Motte; Kash. Hukyun ?. Thool; Kh. ?. Pylleng Thnam; Kon. Ukdil'lem ?. Tanti; Mal. Puzhungiya Kaada Mutta; M. ?. Yairum Tathpa; Mar. Ukadlele Lavari Ande; N. Usineko Batai ko Anda; O. Sijha Batera Anda; P. Ublia Bater da Anda; Tam. Avitha Kaadai Muttai; Tel. Udikinchina Burusu Pitta Guddu; U. Ubla Bater ka Anda.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
N001,"Chicken, poultry, leg, skinless",,A. Murgir Theng/Bhori; B. Murgir Thyang/Ran; G. Marghi ni Tang; H. Murga Tang/Murgi ki Raan; Kan. Koli Kaalu; Kh. Syiar Kjat; Kon. Kombi Paayn/Paanv; Mal. Kozhi Kaal; M. Yen Khong; Mar. Kombdi Tangdi/Mandi; N. Kukhura ko Khutta; O. Kukuda Goda; P. Murge di Latt/Raan; Tam. Kozhi Kaal; Tel. Kodi Kaallu; U. Murgh ki Tang/Raan.,Poultry,4,nonveg,0.845,Trimming/Cutting
N002,"Chicken, poultry, thigh, skinless",,A. Murgir Ran; B. Murgir Ran; G. Marghi ni Saathal; H. Murge ki Raan/Jangh; Kan. Koli Thode; Kh. Syiar Lbong; Kon. Kombiecho Mandi; Mal. Kozhi Thuda; M. Yenpham; Mar. Kombdichi Mandi; N. Kukhura ko Tighra; O. Kukuda Ran; P. Murge di Patt/Raan; Tam. Kozhi Thodai; Tel. Kodi Thodala Mamsam; U. Murgh ki Raan.,Poultry,6,nonveg,0.845,Trimming/Cutting
N003,"Chicken, poultry, breast, skinless",,A. Murgir Buku; B. Murgir Book; G. Marghi ni Chhaati; H. Murge ka Seena; Kan. Koli Ede Mamsa; Kh. Syiar Shadem; Kon. Kombiechem Hadoo; Mal. Kozhi Maaridam/Nenju; M. Yen Thangbak; Mar. Kombdichi Chhaati; N. Kukhura ko Chhati; O. Kukuda Chhati; P. Murge da Seena; Tam. Kozhi Maarbu Kari; Tel. Kodi Chaati Mamsam; U. Murgh ka Seena.,Poultry,5,nonveg,0.845,Trimming/Cutting
N004,"Chicken, poultry, wing, skinless",,A. Murgir Pakhi; B. Murgir Dana/Pakha; G. Marghi ni Pankh; H. Murge ka Par/Pankh; Kan. Koli Rekke; Kh. Syiar Thapniang; Kon. Kombiechem Pakhattem; Mal. Kozhi Chiraku; M. Yen Manam; Mar. Kombdiche Pankh; N. Kukhura ko Pankheta; O. Kukuda Dena; P. Murge da Par; Tam. Kozhi Irakkai; Tel. Kodi Rekka; U. Murgh ka Par.,Poultry,5,nonveg,0.845,Trimming/Cutting
N005,"Poultry, chicken, liver",,A. Murgir Kolija; B. Murgir Mete/Kolija; G. Marghi nu Kaleju; H. Murge ki Kaleji; Kan. Koli Yakrit/Pittakosha; Kh. Syiar Dohjem; Kon. Kombiechem Kalliz; Mal. Kozhi Karal; M. Yen Thin; Mar. Kombdiche Kaleji; N. Kukhura ko Kalejo; O. Kukuda Kalija; P. Murge di Kaleji; Tam. Kozhi Eeral; Tel. Kodi Kaleyam; U. Murgh ki Kaleji.,Poultry,1,nonveg,0.845,Trimming/Cutting
N006,"Poultry, chicken, gizzard",,A. Murgir Pathri; B. Murgir Gila; G. Marghi ni Pathri; H. Murge ki Pathri/Sangdana; Kan. Koli Gijjarda; Kh. ?. ; Kon. Kombiechem Pot; Mal. Kozhi Avanakkaaya; M. Yen Kok; Mar. Kombdiche Pot/Vajri; N. Kukhura ko Jyanamara; O. Kukuda Pathri; P. Murge di Pathri; Tam. Kozhi Gundaikkai; Tel. Kodi Gizzardu; U. Murgh ki Pathri.,Poultry,1,nonveg,0.845,Trimming/Cutting
N007,"Country hen, leg, with skin",,A. Ghironiya Murgir Theng/Bhori; B. Deshi Murgir Thyang/Ran; G. Desi Marghi ni Tang; H. Desi Murge ki Tang/Raan; Kan. Naati Koli Kaalu; Kh. Syiar Shnong Kjat; Kon. Gavtti Kombiecho Paayn; Mal. Naadan Kozhi Kaal; M. Yumshan Yen Khong; Mar. Gavran Kombdichi Tangdi; N. Sthaniya Kukhura ko Khutta; O. Desi Kukuda Goda; P. Desi Murge di Latt/Raan; Tam. Naattu Kozhi Kaal; Tel. Naatu Kodi Kaallu; U. Desi Murgh ki Tang/Raan.,Poultry,1,nonveg,0.745,Trimming/Cutting
N008,"Country hen, thigh, with skin",,A. Ghironiya Murgir Ran; B. Deshi Murgir Ran; G. Desi Marghi ni Saathal; H. Desi Murge ki Raan/Jangh; Kan. Naati Koli Thode; Kh. Syiar Shnong Lbong; Kon. Gavtti Kombiecho Mandi; Mal. Naadan Kozhi Thuda; M. Yumshan Yenpham; Mar. Gavran Kombdichi Mandi; N. Sthaniya Kukhura ko Tighra; O. Desi Kukuda Ran; P. Desi Murge di Patt/Raan; Tam. Naattu Kozhi Thodai; Tel. Naatu Kodi Thodala Mamsam; U. Desi Murgh ki Raan.,Poultry,1,nonveg,0.745,Trimming/Cutting
N009,"Country hen, breast, with skin",,A. Ghironiya Murgir Buku; B. Deshi Murgir Book; G. Desi Marghi ni Chhaati; H. Desi Murge ka Seena; Kan. Naati Koli Ede Mamsa; Kh. Syiar Shnong Shadem; Kon. Gavtti Kombiechem Hadoo; Mal. Naadan Kozhi Maaridam/Nenju; M. Yumshan Yen Thangbak; Mar. Gavran Kombdichi Chhaati; N. Sthaniya Kukhura ko Chhati; O. Desi Kukuda Chhati; P. Desi Murge da Seena; Tam. Naattu Kozhi Maarbu Kari; Tel. Naatu Kodi Chaati Mamsam; U. Desi Murgh ka Seena.,Poultry,1,nonveg,0.745,Trimming/Cutting
N010,"Country hen, wing, with skin",,A. Ghironiya Murgir Pakhi; B. Deshi Murgir Dana/Pakha; G. Desi Marghi ni Pankh; H. Desi Murge ka Par/Pankh; Kan. Naati Koli Rekke; Kh. Syiar Shnong Thapniang; Kon. Gavtti Kombiechem Pakhattem; Mal. Naadan Kozhi Chiraku; M. Yumshan Yen Manam; Mar. Gavran Kombdiche Pankh; N. Sthaniya Kukhura ko Pankheta; O. Desi Kukuda Dena; P. Desi Murge da Par; Tam. Naattu Kozhi Irakkai; Tel. Naatu Kodi Rekka; U. Desi Murgh ka Par.,Poultry,1,nonveg,0.745,Trimming/Cutting
N011,"Duck, meat, with skin",,A. Hahor Mangho; B. Haasher Mangsho; G. Batak nu Mas; H. Batakh ka Gosht; Kan. Batu Mamsa; Kh. Doh Sniang; Kon. Badkachem Maas; Mal. Thaaraavu Irachi; M. Nganu Sha; Mar. Badakache Mas; N. Haas ko Masu; O. Bataka Mansa; P. Batakh da Gosht; Tam. Vaathu Irachi; Tel. Baathu Mamsam; U. Batakh ka Gosht.,Poultry,1,nonveg,0.745,Trimming/Cutting
N012,"Emu, meat, skinless",,H. Emu Gosht; Tam. Emu Kari; Tel. Emu Mamsam. (Names in other languages are less common or borrowed).,Poultry,1,nonveg,0.845,Trimming/Cutting
N013,"Guinea fowl, meat, with skin",,H. Guinea Murga Gosht; Tam. Guinea Kozhi Kari; Tel. Guinea Kodi Mamsam. (Names often descriptive combinations).,Poultry,1,nonveg,0.745,Trimming/Cutting
N014,"Pigeon, meat, with skin",,A. Paror Mangho; B. Payra Mangsho; G. Kabutar nu Mas; H. Kabutar ka Gosht; Kan. Paarivaala Mamsa; Kh. Paro Doh; Kon. Parveachem Maas; Mal. Praavu Irachi; M. Khunu Sha; Mar. Kabutarache Mas; N. Parewa ko Masu; O. Para Mansa; P. Kabutar da Gosht; Tam. Puraa Irachi; Tel. Paavuramu Mamsam; U. Kabutar ka Gosht.,Poultry,1,nonveg,0.745,Trimming/Cutting
N015,"Quail, meat, skinless",,A. ?. Mangho; B. Bater Mangsho; G. ?. Mas; H. Bater ka Gosht; Kan. ?. Mamsa; Kh. ?. Doh; Kon. ?. Maas; Mal. Kaada Irachi; M. ?. Sha; Mar. Lavari Mas; N. Batai ko Masu; O. Batera Mansa; P. Bater da Gosht; Tam. Kaadai Irachi; Tel. Burusu Pitta Mamsam; U. Bater ka Gosht.,Poultry,1,nonveg,0.845,Trimming/Cutting
N016,"Turkey, leg, with skin",,H. Turkey ki Tang/Raan; Tam. Turkey Kaal; Tel. Turkey Kaallu. (Often borrowed name + leg term).,Poultry,1,nonveg,0.745,Trimming/Cutting
N017,"Turkey, thigh, with skin",,H. Turkey ki Raan/Jangh; Tam. Turkey Thodai; Tel. Turkey Thodalu.,Poultry,1,nonveg,0.745,Trimming/Cutting
N018,"Turkey, breast, with skin",,H. Turkey ka Seena; Tam. Turkey Maarbu Kari; Tel. Turkey Chaati Mamsam.,Poultry,1,nonveg,0.745,Trimming/Cutting
N019,"Turkey, wing, with skin",,H. Turkey ka Par/Pankh; Tam. Turkey Irakkai; Tel. Turkey Rekka.,Poultry,1,nonveg,0.745,Trimming/Cutting
O001,"Goat, shoulder, meat",,A. Sagolir Kandh; B. Pathar Kandh; G. Bakri no Khabho; H. Bakre ka Kandha/Dast; Kan. Aadina/Meke Bhujada Mamsa; Kh. Blang Tyrpeng; Kon. Bokdyaacho Khand; Mal. Aattin Chumal Irachi; M. Hameng Leikha?; Mar. Bakriche Khande; N. Bakhrako Kaandh; O. Chheli Kandha Mansa; P. Bakre da Modha; Tam. Aattu Tholpattai Kari; Tel. Meka Bhujamu Mamsam; U. Bakre ka Kandha/Shana.,Animal Meat,6,nonveg,0.67,Trimming/Cutting
O002,"Goat, chops",,B. Pathar Chaap; H. Bakre ki Champ; P. Bakre di Champ; U. Bakre ki Champ. (Often borrowed term 'Chop/Champ').,Animal Meat,6,nonveg,0.67,Trimming/Cutting
O003,"Goat, legs",,A. Sagolir Theng; B. Pathar Thyang; G. Bakri na Tang; H. Bakre ki Tangein; Kan. Aadina/Meke Kaalugalu; Kh. Blang Kjat; Kon. Bokdyaachem Paayn; Mal. Aattin Kaalukal; M. Hameng Khong; Mar. Bakriche Paay; N. Bakhrako Khutta; O. Chheli Goda; P. Bakre di Lattein; Tam. Aattu Kaalgal; Tel. Meka Kaallu; U. Bakre ki Tangein.,Animal Meat,6,nonveg,0.67,Trimming/Cutting
O004,"Goat, brain",,A. Sagolir Mogoj; B. Pathar Magaj; G. Bakri nu Bheju; H. Bakre ka Bheja/Maghaz; Kan. Aadina/Meke Medulu; Kh. Blang Jynkhlieh; Kon. Bokdyaacho Mendu; Mal. Aattin Thalacchoru; M. Hameng Kok?; Mar. Bakricha Mendu; N. Bakhrako Gidi; O. Chheli Mogoj; P. Bakre da Bheja; Tam. Aattu Moolai; Tel. Meka Medadu; U. Bakre ka Maghaz.,Animal Meat,5,nonveg,0.82,Trimming/Cutting
O005,"Goat, tongue",,A. Sagolir Jibha; B. Pathar Jibh; G. Bakri ni Jeebh; H. Bakre ki Zabaan/Jeebh; Kan. Aadina/Meke Naalige; Kh. Blang Thyndiat?; Kon. Bokdyaachi Jeeb; Mal. Aattin Naavu; M. Hameng Lei; Mar. Bakrichi Jeebh; N. Bakhrako Jibro; O. Chheli Jibha; P. Bakre di Jeebh; Tam. Aattu Naakku; Tel. Meka Naluka; U. Bakre ki Zabaan.,Animal Meat,4,nonveg,0.77,Trimming/Cutting
O006,"Goat, lungs",,A. Sagolir Phopsa; B. Pathar Phusphus; G. Bakri na Fefsa; H. Bakre ke Phephde; Kan. Aadina/Meke Shwasakosha; Kh. Blang Tor?; Kon. Bokdyaachem Kalsanchem?; Mal. Aattin Shwasakosham; M. Hameng Thamoimon?; Mar. Bakriche Phupphus; N. Bakhrako Phokso; O. Chheli Phusphus; P. Bakre de Phephde; Tam. Aattu Nuraiyeeral; Tel. Meka Oopirithitthulu; U. Bakre ke Phephde.,Animal Meat,4,nonveg,0.77,Trimming/Cutting
O007,"Goat, heart",,A. Sagolir Hirdaya; B. Pathar Hritpinda; G. Bakri nu Haiyu/Dil; H. Bakre ka Dil; Kan. Aadina/Meke Hrudaya; Kh. Blang Klongsnam?; Kon. Bokdyaachem Kalliz; Mal. Aattin Hrudayam; M. Hameng Thamoi; Mar. Bakriche Kallij/Rudhaya; N. Bakhrako Mutu; O. Chheli Hritpinda; P. Bakre da Dil; Tam. Aattu Idhayam; Tel. Meka Gunde; U. Bakre ka Dil.,Animal Meat,5,nonveg,0.82,Trimming/Cutting
O008,"Goat, liver",,A. Sagolir Kolija; B. Pathar Mete/Kolija; G. Bakri nu Kaleju; H. Bakre ki Kaleji; Kan. Aadina/Meke Yakrit; Kh. Blang Dohjem; Kon. Bokdyaachem Kalliz; Mal. Aattin Karal; M. Hameng Thin; Mar. Bakriche Kaleji; N. Bakhrako Kalejo; O. Chheli Kalija; P. Bakre di Kaleji; Tam. Aattu Eeral; Tel. Meka Kaleyam; U. Bakre ki Kaleji.,Animal Meat,6,nonveg,0.82,Trimming/Cutting
O009,"Goat, tripe",,B. Pathar Bhuri/Butt; H. Bakre ki Ojri/Boti; Mal. Aattin Kudal; Mar. Bakrichi Vajri; O. Chheli Ojhri; P. Bakre di Ojri; Tam. Aattu Kudal; Tel. Meka Pottikadupu; U. Bakre ki Ojri.,Animal Meat,5,nonveg,0.77,Trimming/Cutting
O010,"Goat, spleen",,A. Sagolir Pliha; B. Pathar Pliha; G. Bakri ni Barol; H. Bakre ki Tilli; Kan. Aadina/Meke Pliha; Kh. ?. ; Kon. Bokdyaachem Pano?; Mal. Aattin Pliha; M. Hameng Pliha?; Mar. Bakrichi Panthari; N. Bakhrako Phiyo; O. Chheli Pliha; P. Bakre di Tilli; Tam. Aattu Manneral/Suvarotti; Tel. Meka Plihamu; U. Bakre ki Tilli.,Animal Meat,4,nonveg,0.77,Trimming/Cutting
O011,"Goat, kidneys",,A. Sagolir Kankalam; B. Pathar Brikko; G. Bakri na Gurda; H. Bakre ke Gurde; Kan. Aadina/Meke Mutrapinda; Kh. Blang Nier?; Kon. Bokdyaachem Mutpin; Mal. Aattin Vrikka; M. ?. ; Mar. Bakriche Gurde/Mutrapind; N. Bakhrako Mirgaula; O. Chheli Brikko; P. Bakre de Gurde; Tam. Aattu Siruneeragam; Tel. Meka Mutrapindalu; U. Bakre ke Gurde.,Animal Meat,4,nonveg,0.77,Trimming/Cutting
O012,"Goat, tube (small intestine)",,B. Pathar Nari; H. Bakre ki Aant; Mal. Aattin Kudal; Mar. Bakrichi Aantadi; O. Chheli Anta; P. Bakre di Aant; Tam. Aattu Kudal; Tel. Meka Karulu; U. Bakre ki Aant.,Animal Meat,3,nonveg,0.77,Trimming/Cutting
O013,"Goat, testis",,B. Pathar Andakosh; H. Bakre ke Kapure; Mal. Aattin Andam; Mar. Bakriche Andkosh; O. Chheli Andakosha; P. Bakre de Kapure; Tam. Aattu Virai; Tel. Meka Vushanam; U. Bakre ke Kapure.,Animal Meat,2,nonveg,0.77,Trimming/Cutting
O014,"Sheep, shoulder",,A. Bherar Kandh; B. Bherar Kandh; G. Gheta no Khabho; H. Bhed ka Kandha/Dast; Kan. Kuri Bhujada Mamsa; Kh. Langbrot Tyrpeng; Kon. Sheracho Khand; Mal. Chemmariyattin Chumal Irachi; Mar. Mendhiche Khande; N. Bheda ko Kaandh; O. Mendha Kandha Mansa; P. Bhed da Modha; Tam. Semmari Aattu Tholpattai Kari; Tel. Gorre Bhujamu Mamsam; U. Bhed ka Kandha/Shana.,Animal Meat,5,nonveg,0.67,Trimming/Cutting
O015,"Sheep, chops",,B. Bherar Chaap; H. Bhed ki Champ; P. Bhed di Champ; U. Bhed ki Champ.,Animal Meat,4,nonveg,0.67,Trimming/Cutting
O016,"Sheep, leg",,A. Bherar Theng; B. Bherar Thyang; G. Gheta na Tang; H. Bhed ki Tangein; Kan. Kuri Kaalugalu; Kh. Langbrot Kjat; Kon. Sherachem Paayn; Mal. Chemmariyattin Kaalukal; Mar. Mendhiche Paay; N. Bheda ko Khutta; O. Mendha Goda; P. Bhed di Lattein; Tam. Semmari Aattu Kaalgal; Tel. Gorre Kaallu; U. Bhed ki Tangein.,Animal Meat,5,nonveg,0.67,Trimming/Cutting
O017,"Sheep, brain",,A. Bherar Mogoj; B. Bherar Magaj; G. Gheta nu Bheju; H. Bhed ka Bheja/Maghaz; Kan. Kuri Medulu; Kh. Langbrot Jynkhlieh; Kon. Sheracho Mendu; Mal. Chemmariyattin Thalacchoru; Mar. Mendhicha Mendu; N. Bheda ko Gidi; O. Mendha Mogoj; P. Bhed da Bheja; Tam. Semmari Aattu Moolai; Tel. Gorre Medadu; U. Bhed ka Maghaz.,Animal Meat,1,nonveg,0.82,Trimming/Cutting
O018,"Sheep, tongue",,A. Bherar Jibha; B. Bherar Jibh; G. Gheta ni Jeebh; H. Bhed ki Zabaan/Jeebh; Kan. Kuri Naalige; Kh. Langbrot Thyndiat?; Kon. Sherachi Jeeb; Mal. Chemmariyattin Naavu; Mar. Mendhichi Jeebh; N. Bheda ko Jibro; O. Mendha Jibha; P. Bhed di Jeebh; Tam. Semmari Aattu Naakku; Tel. Gorre Naluka; U. Bhed ki Zabaan.,Animal Meat,1,nonveg,0.77,Trimming/Cutting
O019,"Sheep, lungs",,A. Bherar Phopsa; B. Bherar Phusphus; G. Gheta na Fefsa; H. Bhed ke Phephde; Kan. Kuri Shwasakosha; Kh. Langbrot Tor?; Kon. Sherachem Kalsanchem?; Mal. Chemmariyattin Shwasakosham; Mar. Mendhiche Phupphus; N. Bheda ko Phokso; O. Mendha Phusphus; P. Bhed de Phephde; Tam. Semmari Aattu Nuraiyeeral; Tel. Gorre Oopirithitthulu; U. Bhed ke Phephde.,Animal Meat,2,nonveg,0.77,Trimming/Cutting
O020,"Sheep, heart",,A. Bherar Hirdaya; B. Bherar Hritpinda; G. Gheta nu Haiyu/Dil; H. Bhed ka Dil; Kan. Kuri Hrudaya; Kh. Langbrot Klongsnam?; Kon. Sherachem Kalliz; Mal. Chemmariyattin Hrudayam; Mar. Mendhiche Kallij/Rudhaya; N. Bheda ko Mutu; O. Mendha Hritpinda; P. Bhed da Dil; Tam. Semmari Aattu Idhayam; Tel. Gorre Gunde; U. Bhed ka Dil.,Animal Meat,1,nonveg,0.82,Trimming/Cutting
O021,"Sheep, liver",,A. Bherar Kolija; B. Bherar Mete/Kolija; G. Gheta nu Kaleju; H. Bhed ki Kaleji; Kan. Kuri Yakrit; Kh. Langbrot Dohjem; Kon. Sherachem Kalliz; Mal. Chemmariyattin Karal; Mar. Mendhiche Kaleji; N. Bheda ko Kalejo; O. Mendha Kalija; P. Bhed di Kaleji; Tam. Semmari Aattu Eeral; Tel. Gorre Kaleyam; U. Bhed ki Kaleji.,Animal Meat,4,nonveg,0.82,Trimming/Cutting
O022,"Sheep, tripe",,B. Bherar Bhuri/Butt; H. Bhed ki Ojri/Boti; Mal. Chemmariyattin Kudal; Mar. Mendhichi Vajri; O. Mendha Ojhri; P. Bhed di Ojri; Tam. Semmari Aattu Kudal; Tel. Gorre Pottikadupu; U. Bhed ki Ojri.,Animal Meat,2,nonveg,0.77,Trimming/Cutting
O023,"Sheep, spleen",,A. Bherar Pliha; B. Bherar Pliha; G. Gheta ni Barol; H. Bhed ki Tilli; Kan. Kuri Pliha; Kh. ?. ; Kon. Sherachem Pano?; Mal. Chemmariyattin Pliha; Mar. Mendhichi Panthari; N. Bheda ko Phiyo; O. Mendha Pliha; P. Bhed di Tilli; Tam. Semmari Aattu Manneral/Suvarotti; Tel. Gorre Plihamu; U. Bhed ki Tilli.,Animal Meat,1,nonveg,0.77,Trimming/Cutting
O024,"Sheep, kidneys",,A. Bherar Kankalam; B. Bherar Brikko; G. Gheta na Gurda; H. Bhed ke Gurde; Kan. Kuri Mutrapinda; Kh. Langbrot Nier?; Kon. Sherachem Mutpin; Mal. Chemmariyattin Vrikka; Mar. Mendhiche Gurde/Mutrapind; N. Bheda ko Mirgaula; O. Mendha Brikko; P. Bhed de Gurde; Tam. Semmari Aattu Siruneeragam; Tel. Gorre Mutrapindalu; U. Bhed ke Gurde.,Animal Meat,2,nonveg,0.77,Trimming/Cutting
O025,"Beef, shoulder",,B. Goru Kandh; H. Gaay ka Kandha/Dast; Kan. Dana Bhujada Mamsa; Kh. Masidab Tyrpeng; Kon. Gaayicho Khand; Mal. Pothirachi Chumal; Mar. Gaiche Khande; N. Gai ko Kaandh; O. Goru Kandha Mansa; P. Gaaye da Modha; Tam. Maattu Tholpattai Kari; Tel. Aavu Bhujamu Mamsam; U. Gaay ka Kandha/Shana.,Animal Meat,6,nonveg,0.67,Trimming/Cutting
O026,"Beef, chops",,B. Gorur Chaap; H. Gaay ki Champ; P. Gaaye di Champ; U. Gaay ki Champ.,Animal Meat,4,nonveg,0.67,Trimming/Cutting
O027,"Beef, round (leg)",,B. Gorur Ran; H. Gaay ki Raan; Kan. Dana Thode Mamsa; Kh. Masidab Lbong; Kon. Gaayichi Mandi; Mal. Pothirachi Thuda; Mar. Gaichi Mandi; N. Gai ko Tighra; O. Goru Ran Mansa; P. Gaaye di Raan; Tam. Maattu Thodai Kari; Tel. Aavu Thodala Mamsam; U. Gaay ki Raan.,Animal Meat,6,nonveg,0.67,Trimming/Cutting
O028,"Beef, brain",,B. Gorur Magaj; H. Gaay ka Bheja/Maghaz; Kan. Dana Medulu; Kh. Masidab Jynkhlieh; Kon. Gaayicho Mendu; Mal. Pothirachi Thalacchoru; Mar. Gaicha Mendu; N. Gai ko Gidi; O. Goru Mogoj; P. Gaaye da Bheja; Tam. Maattu Moolai; Tel. Aavu Medadu; U. Gaay ka Maghaz.,Animal Meat,4,nonveg,0.82,Trimming/Cutting
O029,"Beef, tongue",,B. Gorur Jibh; H. Gaay ki Zabaan/Jeebh; Kan. Dana Naalige; Kh. Masidab Thyndiat?; Kon. Gaayichi Jeeb; Mal. Pothirachi Naavu; Mar. Gaichi Jeebh; N. Gai ko Jibro; O. Goru Jibha; P. Gaaye di Jeebh; Tam. Maattu Naakku; Tel. Aavu Naluka; U. Gaay ki Zabaan.,Animal Meat,4,nonveg,0.77,Trimming/Cutting
O030,"Beef, lungs",,B. Gorur Phusphus; H. Gaay ke Phephde; Kan. Dana Shwasakosha; Kh. Masidab Tor?; Kon. Gaayichem Kalsanchem?; Mal. Pothirachi Shwasakosham; Mar. Gaiche Phupphus; N. Gai ko Phokso; O. Goru Phusphus; P. Gaaye de Phephde; Tam. Maattu Nuraiyeeral; Tel. Aavu Oopirithitthulu; U. Gaay ke Phephde.,Animal Meat,3,nonveg,0.77,Trimming/Cutting
O031,"Beef, heart",,B. Gorur Hritpinda; H. Gaay ka Dil; Kan. Dana Hrudaya; Kh. Masidab Klongsnam?; Kon. Gaayichem Kalliz; Mal. Pothirachi Hrudayam; Mar. Gaiche Kallij/Rudhaya; N. Gai ko Mutu; O. Goru Hritpinda; P. Gaaye da Dil; Tam. Maattu Idhayam; Tel. Aavu Gunde; U. Gaay ka Dil.,Animal Meat,5,nonveg,0.82,Trimming/Cutting
O032,"Beef, liver",,B. Gorur Mete/Kolija; H. Gaay ki Kaleji; Kan. Dana Yakrit; Kh. Masidab Dohjem; Kon. Gaayichem Kalliz; Mal. Pothirachi Karal; Mar. Gaiche Kaleji; N. Gai ko Kalejo; O. Goru Kalija; P. Gaaye di Kaleji; Tam. Maattu Eeral; Tel. Aavu Kaleyam; U. Gaay ki Kaleji.,Animal Meat,6,nonveg,0.82,Trimming/Cutting
O033,"Beef, tripe",,B. Gorur Bhuri/Butt; H. Gaay ki Ojri/Boti; Mal. Pothirachi Kudal; Mar. Gaichi Vajri; O. Goru Ojhri; P. Gaaye di Ojri; Tam. Maattu Kudal; Tel. Aavu Pottikadupu; U. Gaay ki Ojri.,Animal Meat,5,nonveg,0.77,Trimming/Cutting
O034,"Beef, spleen",,B. Gorur Pliha; H. Gaay ki Tilli; Kan. Dana Pliha; Kh. ?. ; Kon. Gaayichem Pano?; Mal. Pothirachi Pliha; Mar. Gaichi Panthari; N. Gai ko Phiyo; O. Goru Pliha; P. Gaaye di Tilli; Tam. Maattu Manneral/Suvarotti; Tel. Aavu Plihamu; U. Gaay ki Tilli.,Animal Meat,6,nonveg,0.77,Trimming/Cutting
O035,"Beef, kidneys",,B. Gorur Brikko; H. Gaay ke Gurde; Kan. Dana Mutrapinda; Kh. Masidab Nier?; Kon. Gaayichem Mutpin; Mal. Pothirachi Vrikka; Mar. Gaiche Gurde/Mutrapind; N. Gai ko Mirgaula; O. Goru Brikko; P. Gaaye de Gurde; Tam. Maattu Siruneeragam; Tel. Aavu Mutrapindalu; U. Gaay ke Gurde.,Animal Meat,3,nonveg,0.77,Trimming/Cutting
O036,"Calf, shoulder",,B. Bachhurer Kandh; H. Bachhde ka Kandha/Dast; Kan. Karu Bhujada Mamsa; Kh. ?. Tyrpeng; Kon. Padkulem Khand; Mal. Kuttyirachi Chumal; Mar. Vasrache Khande; N. Bachcha ko Kaandh; O. Bachhuri Kandha Mansa; P. Vachhe da Modha; Tam. Kannukutti Tholpattai Kari; Tel. Dooda Bhujamu Mamsam; U. Bachhde ka Kandha/Shana.,Animal Meat,2,nonveg,0.67,Trimming/Cutting
O037,"Calf, chops",,B. Bachhurer Chaap; H. Bachhde ki Champ; P. Vachhe di Champ; U. Bachhde ki Champ.,Animal Meat,2,nonveg,0.67,Trimming/Cutting
O038,"Calf, round (leg)",,B. Bachhurer Ran; H. Bachhde ki Raan; Kan. Karu Thode Mamsa; Kh. ?. Lbong; Kon. Padkulem Mandi; Mal. Kuttyirachi Thuda; Mar. Vasrachi Mandi; N. Bachcha ko Tighra; O. Bachhuri Ran Mansa; P. Vachhe di Raan; Tam. Kannukutti Thodai Kari; Tel. Dooda Thodala Mamsam; U. Bachhde ki Raan.,Animal Meat,2,nonveg,0.67,Trimming/Cutting
O039,"Calf, brain",,B. Bachhurer Magaj; H. Bachhde ka Bheja/Maghaz; Kan. Karu Medulu; Kh. ?. Jynkhlieh; Kon. Padkulem Mendu; Mal. Kuttyirachi Thalacchoru; Mar. Vasracha Mendu; N. Bachcha ko Gidi; O. Bachhuri Mogoj; P. Vachhe da Bheja; Tam. Kannukutti Moolai; Tel. Dooda Medadu; U. Bachhde ka Maghaz.,Animal Meat,2,nonveg,0.82,Trimming/Cutting
O040,"Calf, tongue",,B. Bachhurer Jibh; H. Bachhde ki Zabaan/Jeebh; Kan. Karu Naalige; Kh. ?. Thyndiat?; Kon. Padkulem Jeeb; Mal. Kuttyirachi Naavu; Mar. Vasrachi Jeebh; N. Bachcha ko Jibro; O. Bachhuri Jibha; P. Vachhe di Jeebh; Tam. Kannukutti Naakku; Tel. Dooda Naluka; U. Bachhde ki Zabaan.,Animal Meat,2,nonveg,0.77,Trimming/Cutting
O041,"Calf, heart",,B. Bachhurer Hritpinda; H. Bachhde ka Dil; Kan. Karu Hrudaya; Kh. ?. Klongsnam?; Kon. Padkulem Kalliz; Mal. Kuttyirachi Hrudayam; Mar. Vasrache Kallij/Rudhaya; N. Bachcha ko Mutu; O. Bachhuri Hritpinda; P. Vachhe da Dil; Tam. Kannukutti Idhayam; Tel. Dooda Gunde; U. Bachhde ka Dil.,Animal Meat,1,nonveg,0.82,Trimming/Cutting
O042,"Calf, liver",,B. Bachhurer Mete/Kolija; H. Bachhde ki Kaleji; Kan. Karu Yakrit; Kh. ?. Dohjem; Kon. Padkulem Kalliz; Mal. Kuttyirachi Karal; Mar. Vasrache Kaleji; N. Bachcha ko Kalejo; O. Bachhuri Kalija; P. Vachhe di Kaleji; Tam. Kannukutti Eeral; Tel. Dooda Kaleyam; U. Bachhde ki Kaleji.,Animal Meat,1,nonveg,0.82,Trimming/Cutting
